00:25:23:463807,0
00:25:23:475787,0
00:25:23:487760,0
00:25:23:499726,0
00:25:23:511817,0
00:25:23:523881,0
00:25:23:535804,0
00:25:23:547760,0
00:25:23:559701,0
00:25:23:570712,0
00:25:23:582774,0
00:25:23:594728,0
00:25:23:606686,0
00:25:23:618761,20
00:25:23:630780,77
00:25:23:642746,213
00:25:23:655312,446
00:25:23:666965,739
00:25:23:678826,1004
00:25:23:690886,1249
00:25:23:702889,1413
00:25:23:715046,1459
00:25:23:727317,1432
00:25:23:739332,1358
00:25:23:750323,1247
00:25:23:762190,1063
00:25:23:774538,816
00:25:23:785855,544
00:25:23:798201,237
00:25:23:810171,0
00:25:23:821945,9
00:25:23:834221,1
00:25:23:846167,2
00:25:23:858162,41
00:25:23:870136,127
00:25:23:882203,268
00:25:23:894297,510
00:25:23:906013,816
00:25:23:917415,1108
00:25:23:929107,1412
00:25:23:941352,1653
00:25:23:953050,1764
00:25:23:965047,1770
00:25:23:977366,1735
00:25:23:989007,1659
00:25:24:000836,1519
00:25:24:012831,1308
00:25:24:024768,1060
00:25:24:036828,729
00:25:24:049051,358
00:25:24:061076,52
00:25:24:072884,11
00:25:24:085212,24
00:25:24:096211,25
00:25:24:107913,61
00:25:24:120058,139
00:25:24:131830,303
00:25:24:143827,562
00:25:24:155875,854
00:25:24:167867,1188
00:25:24:179824,1504
00:25:24:191902,1731
00:25:24:204198,1849
00:25:24:215783,1851
00:25:24:227949,1815
00:25:24:240023,1733
00:25:24:252054,1584
00:25:24:264081,1380
00:25:24:275066,1099
00:25:24:286873,760
00:25:24:299385,413
00:25:24:311072,72
00:25:24:323554,1
00:25:24:335426,22
00:25:24:346877,27
00:25:24:359223,65
00:25:24:370938,152
00:25:24:383378,327
00:25:24:395246,596
00:25:24:407103,896
00:25:24:419398,1232
00:25:24:431325,1530
00:25:24:443416,1776
00:25:24:454347,1892
00:25:24:466343,1890
00:25:24:478193,1847
00:25:24:489924,1760
00:25:24:501909,1623
00:25:24:513861,1402
00:25:24:525846,1112
00:25:24:538169,801
00:25:24:550005,422
00:25:24:562140,81
00:25:24:574081,0
00:25:24:586351,22
00:25:24:598160,27
00:25:24:610078,64
00:25:24:621313,162
00:25:24:633390,350
00:25:24:645368,605
00:25:24:656910,939
00:25:24:668852,1282
00:25:24:680844,1581
00:25:24:692860,1821
00:25:24:704850,1929
00:25:24:717254,1929
00:25:24:728939,1885
00:25:24:741372,1797
00:25:24:753174,1648
00:25:24:765316,1420
00:25:24:777411,1153
00:25:24:788217,814
00:25:24:799963,435
00:25:24:811879,120
00:25:24:823858,0
00:25:24:835822,24
00:25:24:848174,29
00:25:24:860083,66
00:25:24:871901,167
00:25:24:883950,343
00:25:24:895940,628
00:25:24:908405,969
00:25:24:920002,1289
00:25:24:932070,1620
00:25:24:944382,1844
00:25:24:956387,1962
00:25:24:967095,1959
00:25:24:979091,1912
00:25:24:990950,1818
00:25:25:002900,1661
00:25:25:014835,1451
00:25:25:026824,1156
00:25:25:038998,814
00:25:25:051390,463
00:25:25:063402,120
00:25:25:075404,0
00:25:25:087385,25
00:25:25:099402,32
00:25:25:111400,71
00:25:25:122967,163
00:25:25:134383,355
00:25:25:146386,621
00:25:25:158163,964
00:25:25:170380,1316
00:25:25:182392,1625
00:25:25:194387,1873
00:25:25:206189,1984
00:25:25:218398,1977
00:25:25:230404,1931
00:25:25:241946,1831
00:25:25:254108,1686
00:25:25:265980,1449
00:25:25:277915,1151
00:25:25:290018,836
00:25:25:300843,454
00:25:25:312961,116
00:25:25:325433,0
00:25:25:337050,23
00:25:25:348869,33
00:25:25:360920,71
00:25:25:372948,170
00:25:25:384996,366
00:25:25:397045,637
00:25:25:408884,984
00:25:25:421323,1343
00:25:25:433001,1652
00:25:25:445222,1897
00:25:25:457110,2003
00:25:25:468742,2000
00:25:25:480165,1949
00:25:25:492315,1856
00:25:25:503929,1694
00:25:25:515859,1454
00:25:25:527886,1177
00:25:25:540237,833
00:25:25:551971,451
00:25:25:564369,139
00:25:25:576301,0
00:25:25:588380,25
00:25:25:600284,35
00:25:25:612409,75
00:25:25:624389,179
00:25:25:636122,361
00:25:25:647139,659
00:25:25:659115,1011
00:25:25:671160,1341
00:25:25:683369,1684
00:25:25:695387,1909
00:25:25:707403,2028
00:25:25:719195,2023
00:25:25:731260,1971
00:25:25:743407,1869
00:25:25:755104,1696
00:25:25:767407,1474
00:25:25:779402,1169
00:25:25:791132,821
00:25:25:803371,471
00:25:25:814118,134
00:25:25:826073,0
00:25:25:838042,23
00:25:25:850105,36
00:25:25:862097,78
00:25:25:874303,173
00:25:25:886242,370
00:25:25:898358,675
00:25:25:910342,1000
00:25:25:922379,1363
00:25:25:934023,1704
00:25:25:946408,1932
00:25:25:958453,2044
00:25:25:970295,2037
00:25:25:981919,1990
00:25:25:992891,1892
00:25:26:004809,1730
00:25:26:016889,1466
00:25:26:028863,1139
00:25:26:040965,813
00:25:26:053041,461
00:25:26:065136,211
00:25:26:076942,113
00:25:26:088972,140
00:25:26:101015,283
00:25:26:113060,518
00:25:26:125371,861
00:25:26:137123,1233
00:25:26:149416,1555
00:25:26:160109,1803
00:25:26:171971,1888
00:25:26:183952,1847
00:25:26:196240,1725
00:25:26:208051,1539
00:25:26:220142,1254
00:25:26:231976,918
00:25:26:244377,577
00:25:26:256451,247
00:25:26:268641,39
00:25:26:279988,1
00:25:26:292122,80
00:25:26:304601,238
00:25:26:316277,483
00:25:26:328473,842
00:25:26:339247,1217
00:25:26:350930,1533
00:25:26:363023,1766
00:25:26:375070,1827
00:25:26:387078,1772
00:25:26:398894,1635
00:25:26:410940,1407
00:25:26:422966,1131
00:25:26:435034,779
00:25:26:447118,410
00:25:26:459182,137
00:25:26:471178,0
00:25:26:483253,40
00:25:26:495167,131
00:25:26:505998,308
00:25:26:518010,606
00:25:26:530008,940
00:25:26:542077,1305
00:25:26:554230,1625
00:25:26:566208,1793
00:25:26:578371,1818
00:25:26:590222,1744
00:25:26:602189,1585
00:25:26:614258,1336
00:25:26:626130,1049
00:25:26:661678,689
00:25:26:664170,326
00:25:26:664583,78
00:25:26:673225,1
00:25:26:685262,61
00:25:26:697241,158
00:25:26:709227,361
00:25:26:721383,679
00:25:26:733169,1016
00:25:26:745091,1376
00:25:26:757238,1653
00:25:26:769212,1803
00:25:26:781213,1796
00:25:26:793244,1705
00:25:26:805181,1532
00:25:26:817308,1265
00:25:26:829282,968
00:25:26:840575,597
00:25:26:852275,250
00:25:26:864098,27
00:25:26:876122,9
00:25:26:888159,77
00:25:26:900194,194
00:25:26:912212,420
00:25:26:924195,757
00:25:26:936299,1100
00:25:26:948107,1452
00:25:26:960485,1702
00:25:26:972195,1816
