23:41:28:923780,25
23:41:28:934261,26
23:41:28:946471,26
23:41:28:958043,26
23:41:28:970551,26
23:41:28:982407,26
23:41:28:994509,26
23:41:29:007423,26
23:41:29:018824,26
23:41:29:030435,26
23:41:29:042433,26
23:41:29:054159,26
23:41:29:066800,26
23:41:29:077880,25
23:41:29:090541,25
23:41:29:102408,25
23:41:29:113835,25
23:41:29:125391,26
23:41:29:137437,26
23:41:29:150613,26
23:41:29:165648,26
23:41:29:173716,26
23:41:29:187292,26
23:41:29:197587,26
23:41:29:209054,27
23:41:29:221787,61
23:41:29:233598,136
23:41:29:245002,267
23:41:29:257897,481
23:41:29:269959,749
23:41:29:281705,1013
23:41:29:293638,1314
23:41:29:305139,1634
23:41:29:316531,1903
23:41:29:328696,2145
23:41:29:340282,2318
23:41:29:352392,2427
23:41:29:364483,2472
23:41:29:376111,2474
23:41:29:388234,2474
23:41:29:400365,2474
23:41:29:412331,2474
23:41:29:424557,2475
23:41:29:437601,2474
23:41:29:448484,2469
23:41:29:461100,2432
23:41:29:472297,2369
23:41:29:484794,2287
23:41:29:496532,2173
23:41:29:507509,2038
23:41:29:519270,1892
23:41:29:531700,1709
23:41:29:543472,1512
23:41:29:555265,1326
23:41:29:567943,1144
23:41:29:579312,978
23:41:29:591384,844
23:41:29:603435,717
23:41:29:615435,635
23:41:29:626943,598
23:41:29:638882,594
23:41:29:651664,594
23:41:29:663746,594
23:41:29:675434,595
23:41:29:687385,611
23:41:29:699438,650
23:41:29:710280,723
23:41:29:722278,828
23:41:29:734398,955
23:41:29:746546,1119
23:41:29:758076,1314
23:41:29:770733,1523
23:41:29:782252,1766
23:41:29:793980,1999
23:41:29:806876,2192
23:41:29:818748,2383
23:41:29:830013,2518
23:41:29:842177,2601
23:41:29:854298,2639
23:41:29:866243,2645
23:41:29:878172,2645
23:41:29:890520,2645
23:41:29:902183,2645
23:41:29:914303,2646
23:41:29:925637,2645
23:41:29:937222,2645
23:41:29:949655,2640
23:41:29:961740,2605
23:41:29:973545,2539
23:41:29:983583,2474
23:41:29:995192,2366
23:41:30:006870,2227
23:41:30:020045,2088
23:41:30:030795,1910
23:41:30:043309,1722
23:41:30:055364,1541
23:41:30:067632,1347
23:41:30:079469,1176
23:41:30:091634,1045
23:41:30:103504,930
23:41:30:115879,856
23:41:30:127408,828
23:41:30:138313,826
23:41:30:150167,826
23:41:30:162478,826
23:41:30:174648,827
23:41:30:186544,838
23:41:30:198212,874
23:41:30:210368,949
23:41:30:223039,1052
23:41:30:234587,1174
23:41:30:246317,1340
23:41:30:258562,1544
23:41:30:270500,1746
23:41:30:282545,1972
23:41:30:294817,2166
23:41:30:307314,2368
23:41:30:319317,2530
23:41:30:329279,2645
23:41:30:341410,2708
23:41:30:353526,2738
23:41:30:365425,2739
23:41:30:377425,2740
23:41:30:389601,2740
23:41:30:401782,2740
23:41:30:414296,2740
23:41:30:425636,2740
23:41:30:437991,2740
23:41:30:449837,2737
23:41:30:461637,2708
23:41:30:474014,2653
23:41:30:485571,2571
23:41:30:497816,2463
23:41:30:509895,2341
23:41:30:520953,2182
23:41:30:533062,2013
23:41:30:544342,1840
23:41:30:556128,1650
23:41:30:568228,1457
23:41:30:580316,1303
23:41:30:592332,1168
23:41:30:604337,1066
23:41:30:616807,1013
23:41:30:628585,997
23:41:30:640074,996
23:41:30:653044,996
23:41:30:664890,997
23:41:30:676931,998
23:41:30:688934,1009
23:41:30:699891,1055
23:41:30:712002,1132
23:41:30:723681,1227
23:41:30:735445,1363
23:41:30:747869,1539
23:41:30:760001,1723
23:41:30:771412,1931
23:41:30:783314,2141
23:41:30:795231,2328
23:41:30:807807,2500
23:41:30:819782,2641
23:41:30:832011,2730
23:41:30:844131,2784
23:41:30:855888,2800
23:41:30:868021,2801
23:41:30:879466,2801
23:41:30:891907,2801
23:41:30:903435,2802
23:41:30:915941,2801
23:41:30:926923,2801
23:41:30:939067,2801
23:41:30:950282,2798
23:41:30:963470,2769
23:41:30:974686,2709
23:41:30:986462,2630
23:41:30:998378,2529
23:41:31:010724,2399
23:41:31:022555,2235
23:41:31:034126,2081
23:41:31:046664,1896
23:41:31:058651,1705
23:41:31:070960,1539
23:41:31:082012,1370
23:41:31:094811,1241
23:41:31:106826,1156
23:41:31:119079,1103
23:41:31:129423,1094
23:41:31:141588,1094
23:41:31:153498,1094
23:41:31:165460,1094
23:41:31:176891,1094
23:41:31:189954,1108
23:41:31:201623,1163
23:41:31:213804,1238
23:41:31:225989,1349
23:41:31:237612,1496
23:41:31:249653,1657
23:41:31:261414,1852
23:41:31:273584,2061
23:41:31:285446,2242
23:41:31:296799,2431
23:41:31:309122,2596
23:41:31:322109,2704
23:41:31:332436,2792
23:41:31:344203,2833
23:41:31:357118,2841
23:41:31:368943,2841
23:41:31:380744,2841
23:41:31:392716,2842
23:41:31:404854,2841
23:41:31:416891,2841
23:41:31:428599,2841
23:41:31:440096,2842
23:41:31:452766,2838
23:41:31:465261,2812
23:41:31:476986,2745
23:41:31:488739,2659
23:41:31:500552,2564
23:41:31:512621,2430
23:41:31:524543,2272
23:41:31:536791,2112
23:41:31:547563,1932
23:41:31:559097,1747
23:41:31:572146,1583
23:41:31:583279,1424
23:41:31:595674,1298
23:41:31:607241,1218
23:41:31:619992,1174
23:41:31:631883,1168
23:41:31:642959,1168
23:41:31:656060,1168
23:41:31:668079,1168
23:41:31:679308,1170
23:41:31:691086,1193
23:41:31:702974,1247
23:41:31:716600,1327
23:41:31:728250,1449
23:41:31:738098,1601
23:41:31:750444,1768
23:41:31:762730,1963
23:41:31:774781,2142
23:41:31:787156,2342
23:41:31:798440,2518
23:41:31:810397,2662
23:41:31:822030,2772
23:41:31:834415,2846
